id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
991764974925221889,991764974925221889,2018-05-02 12:42:50 PDT,2018-05-02,12:42:50,-0800,528283889,cpt_martinez,Oso🐻,,You can’t fix stupid 🙃,en,[],[],[],0,0,3,[],[],https://twitter.com/Cpt_Martinez/status/991764974925221889,False,,0,,,,,,,,[],,,,
991529535324741634,991529535324741634,2018-05-01 21:07:17 PDT,2018-05-01,21:07:17,-0800,528283889,cpt_martinez,Oso🐻,,FUVKKKKKK,sl,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991529535324741634,False,,0,,,,,,,,[],,,,
991441153450004482,991441153450004482,2018-05-01 15:16:05 PDT,2018-05-01,15:16:05,-0800,528283889,cpt_martinez,Oso🐻,,Punch that nigga in his bird chest😂  https://t.co/zw6Qoggu6f,en,[],['https://twitter.com/beaird_/status/991436455816855552'],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991441153450004482,False,0,0,,,,,,,,[],,,,
991322338015825921,991322338015825921,2018-05-01 07:23:57 PDT,2018-05-01,07:23:57,-0800,528283889,cpt_martinez,Oso🐻,,Not even noon yet and it’s already fuckin windy....🤕,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991322338015825921,False,,0,,,,,,,,[],,,,
991065307761475585,991065307761475585,2018-04-30 14:22:37 PDT,2018-04-30,14:22:37,-0800,528283889,cpt_martinez,Oso🐻,,I’ve seen CoJo play 6 times and I swear each time is better and better!,en,[],[],[],0,0,5,[],[],https://twitter.com/Cpt_Martinez/status/991065307761475585,False,,0,,,,,,,,[],,,,
991059066007977987,991059066007977987,2018-04-30 13:57:48 PDT,2018-04-30,13:57:48,-0800,528283889,cpt_martinez,Oso🐻,,Always move forward,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991059066007977987,False,,0,,,,,,,,[],,,,
991007832341348352,991007832341348352,2018-04-30 10:34:13 PDT,2018-04-30,10:34:13,-0800,528283889,cpt_martinez,Oso🐻,,Ight im done with Monday and need a nap....😴😴😴,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991007832341348352,False,,0,,,,,,,,[],,,,
990696437745930245,990638280608833536,2018-04-29 13:56:51 PDT,2018-04-29,13:56:51,-0800,528283889,cpt_martinez,Oso🐻,,@JonathanH777 Let me know when 👀,en,[],[],[],1,0,0,[],[],https://twitter.com/Cpt_Martinez/status/990696437745930245,False,,0,,,,,,,,"[{'screen_name': 'JonathanH777', 'name': 'JY Hernandez ♛', 'id': '38602523'}]",,,,
990662985097138176,990662985097138176,2018-04-29 11:43:55 PDT,2018-04-29,11:43:55,-0800,528283889,cpt_martinez,Oso🐻,,Always blessed 🙌🏼,en,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/990662985097138176,False,,0,,,,,,,,[],,,,
990632792420683776,990628185539796993,2018-04-29 09:43:57 PDT,2018-04-29,09:43:57,-0800,528283889,cpt_martinez,Oso🐻,,@DuncanNeweyDrum 👀😂😂  https://t.co/OvJgg8sw7f,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/Db9vRLDVwAESoUd.jpg'],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/990632792420683776,False,,1,https://pbs.twimg.com/tweet_video_thumb/Db9vRLDVwAESoUd.jpg,,,,,,,[],,,,
994318645940686849,994315931022233600,2018-05-09 13:50:13 PDT,2018-05-09,13:50:13,-0800,528283889,cpt_martinez,Oso🐻,,@ssseleste Appreciate ya🤘🏻,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/994318645940686849,False,,0,,,,,,,,"[{'screen_name': 'ssseleste', 'name': 'sis', 'id': '1287467474'}]",,,,
994315931022233600,994315931022233600,2018-05-09 13:39:26 PDT,2018-05-09,13:39:26,-0800,528283889,cpt_martinez,Oso🐻,,Mannnn idk what I wanna eat😞,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/994315931022233600,False,,0,,,,,,,,[],,,,
993768310666858496,993768310666858496,2018-05-08 01:23:23 PDT,2018-05-08,01:23:23,-0800,528283889,cpt_martinez,Oso🐻,,Mannnn I can’t sleep 🤦🏻‍♂️,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/993768310666858496,False,,0,,,,,,,,[],,,,
993659788537028609,993659788537028609,2018-05-07 18:12:09 PDT,2018-05-07,18:12:09,-0800,528283889,cpt_martinez,Oso🐻,,Marry someone with the same morals as you.,en,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/993659788537028609,False,,0,,,,,,,,[],,,,
993506481608843264,993506481608843264,2018-05-07 08:02:58 PDT,2018-05-07,08:02:58,-0800,528283889,cpt_martinez,Oso🐻,,This old man iWork with likes listening to 50s music and he got me into it haha,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/993506481608843264,False,,0,,,,,,,,[],,,,
993338477440851968,993338175799091200,2018-05-06 20:55:23 PDT,2018-05-06,20:55:23,-0800,528283889,cpt_martinez,Oso🐻,,@Shady_Grady12 No problem man keep killin it🤘🏻,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/993338477440851968,False,,0,,,,,,,,"[{'screen_name': 'Shady_Grady12', 'name': 'Shady™️', 'id': '2905995305'}]",,,,
993338175799091200,993338175799091200,2018-05-06 20:54:11 PDT,2018-05-06,20:54:11,-0800,528283889,cpt_martinez,Oso🐻,,Yoooo y’all check out my boy Grady!!!!  https://t.co/8oEd9LhwR6,en,[],['https://twitter.com/shady_grady12/status/993225591087222784'],[],1,0,2,[],[],https://twitter.com/Cpt_Martinez/status/993338175799091200,False,https://twitter.com/shady_grady12/status/993225591087222784,0,,,,,,,,[],,,,
992169872930037763,992169872930037763,2018-05-03 15:31:45 PDT,2018-05-03,15:31:45,-0800,528283889,cpt_martinez,Oso🐻,,I wanna rope😩,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/992169872930037763,False,,0,,,,,,,,[],,,,
992130249268883456,992130249268883456,2018-05-03 12:54:18 PDT,2018-05-03,12:54:18,-0800,528283889,cpt_martinez,Oso🐻,,I laughed to fucking hard at this😂  https://t.co/tIUXQZNcuv,en,[],['https://twitter.com/playboiiangel_/status/991708022316482561'],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/992130249268883456,False,https://twitter.com/playboiiangel_/status/991708022316482561,0,,,,,,,,[],,,,
992029883311280129,992029883311280129,2018-05-03 06:15:29 PDT,2018-05-03,06:15:29,-0800,528283889,cpt_martinez,Oso🐻,,It’s my Friday and I’m excitedddd😁,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/992029883311280129,False,,0,,,,,,,,[],,,,
991764974925221889,991764974925221889,2018-05-02 12:42:50 PDT,2018-05-02,12:42:50,-0800,528283889,cpt_martinez,Oso🐻,,You can’t fix stupid 🙃,en,[],[],[],0,0,3,[],[],https://twitter.com/Cpt_Martinez/status/991764974925221889,False,,0,,,,,,,,[],,,,
991529535324741634,991529535324741634,2018-05-01 21:07:17 PDT,2018-05-01,21:07:17,-0800,528283889,cpt_martinez,Oso🐻,,FUVKKKKKK,sl,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991529535324741634,False,,0,,,,,,,,[],,,,
991441153450004482,991441153450004482,2018-05-01 15:16:05 PDT,2018-05-01,15:16:05,-0800,528283889,cpt_martinez,Oso🐻,,Punch that nigga in his bird chest😂  https://t.co/zw6Qoggu6f,en,[],['https://twitter.com/beaird_/status/991436455816855552'],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991441153450004482,False,0,0,,,,,,,,[],,,,
991322338015825921,991322338015825921,2018-05-01 07:23:57 PDT,2018-05-01,07:23:57,-0800,528283889,cpt_martinez,Oso🐻,,Not even noon yet and it’s already fuckin windy....🤕,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991322338015825921,False,,0,,,,,,,,[],,,,
991065307761475585,991065307761475585,2018-04-30 14:22:37 PDT,2018-04-30,14:22:37,-0800,528283889,cpt_martinez,Oso🐻,,I’ve seen CoJo play 6 times and I swear each time is better and better!,en,[],[],[],0,0,5,[],[],https://twitter.com/Cpt_Martinez/status/991065307761475585,False,,0,,,,,,,,[],,,,
991059066007977987,991059066007977987,2018-04-30 13:57:48 PDT,2018-04-30,13:57:48,-0800,528283889,cpt_martinez,Oso🐻,,Always move forward,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991059066007977987,False,,0,,,,,,,,[],,,,
991007832341348352,991007832341348352,2018-04-30 10:34:13 PDT,2018-04-30,10:34:13,-0800,528283889,cpt_martinez,Oso🐻,,Ight im done with Monday and need a nap....😴😴😴,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/991007832341348352,False,,0,,,,,,,,[],,,,
990696437745930245,990638280608833536,2018-04-29 13:56:51 PDT,2018-04-29,13:56:51,-0800,528283889,cpt_martinez,Oso🐻,,@JonathanH777 Let me know when 👀,en,[],[],[],1,0,0,[],[],https://twitter.com/Cpt_Martinez/status/990696437745930245,False,,0,,,,,,,,"[{'screen_name': 'JonathanH777', 'name': 'JY Hernandez ♛', 'id': '38602523'}]",,,,
990662985097138176,990662985097138176,2018-04-29 11:43:55 PDT,2018-04-29,11:43:55,-0800,528283889,cpt_martinez,Oso🐻,,Always blessed 🙌🏼,en,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/990662985097138176,False,,0,,,,,,,,[],,,,
990632792420683776,990628185539796993,2018-04-29 09:43:57 PDT,2018-04-29,09:43:57,-0800,528283889,cpt_martinez,Oso🐻,,@DuncanNeweyDrum 👀😂😂  https://t.co/OvJgg8sw7f,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/Db9vRLDVwAESoUd.jpg'],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/990632792420683776,False,,1,https://pbs.twimg.com/tweet_video_thumb/Db9vRLDVwAESoUd.jpg,,,,,,,[],,,,
990478839313813504,990431989672038401,2018-04-28 23:32:12 PDT,2018-04-28,23:32:12,-0800,528283889,cpt_martinez,Oso🐻,,@pamelaeus   https://t.co/1o5E3SnrXl,und,[],[],['https://pbs.twimg.com/media/Db7jPemUwAAhUsm.jpg'],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/990478839313813504,False,,1,https://pbs.twimg.com/media/Db7jPemUwAAhUsm.jpg,,,,,,,"[{'screen_name': 'pamelaeus', 'name': 'p 🍯', 'id': '61270653'}]",,,,
990475550945882112,990475550945882112,2018-04-28 23:19:08 PDT,2018-04-28,23:19:08,-0800,528283889,cpt_martinez,Oso🐻,,I needa girl that’s down to go to concerts or just go dancing when ever buttt  Also she’s gotta know I got responsibilities so I can’t always be doing that but  shit if you want we could always have a concert in the drive way with music coming out the truck🤷🏻‍♂️,en,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/990475550945882112,False,,0,,,,,,,,[],,,,
990257235266764801,990257235266764801,2018-04-28 08:51:37 PDT,2018-04-28,08:51:37,-0800,528283889,cpt_martinez,Oso🐻,,I know you’re more then just a pretty face,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/990257235266764801,False,,0,,,,,,,,[],,,,
990254905020616704,990253706586284034,2018-04-28 08:42:22 PDT,2018-04-28,08:42:22,-0800,528283889,cpt_martinez,Oso🐻,,@JanellSaenz 🤘🏻😂,und,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/990254905020616704,False,,0,,,,,,,,[],,,,
990254689215184896,990253706586284034,2018-04-28 08:41:30 PDT,2018-04-28,08:41:30,-0800,528283889,cpt_martinez,Oso🐻,,@JanellSaenz Some where,en,[],[],[],1,0,1,[],[],https://twitter.com/Cpt_Martinez/status/990254689215184896,False,,0,,,,,,,,[],,,,
990254594004529152,990252369786167296,2018-04-28 08:41:07 PDT,2018-04-28,08:41:07,-0800,528283889,cpt_martinez,Oso🐻,,@ThatGuyCaleb_ I mean I guess if they got the money to fix it🤷🏻‍♂️😂  some ppl are crazy haha,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/990254594004529152,False,,0,,,,,,,,[],,,,
990096563627266048,990064202915110918,2018-04-27 22:13:10 PDT,2018-04-27,22:13:10,-0800,528283889,cpt_martinez,Oso🐻,,@Kaci_Benge HEYYYY JIMMY!!!,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/990096563627266048,False,,0,,,,,,,,"[{'screen_name': 'Kaci_Benge', 'name': 'Kb', 'id': '1252717082'}]",,,,
989947166151139329,989947166151139329,2018-04-27 12:19:31 PDT,2018-04-27,12:19:31,-0800,528283889,cpt_martinez,Oso🐻,,Mannnnnnnn this dude really just drove by me on a lease road in a Camaro that poor car🙂,en,[],[],[],0,0,3,[],[],https://twitter.com/Cpt_Martinez/status/989947166151139329,False,,0,,,,,,,,[],,,,
989946670883405826,989946670883405826,2018-04-27 12:17:33 PDT,2018-04-27,12:17:33,-0800,528283889,cpt_martinez,Oso🐻,,😯😳😂,und,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989946670883405826,False,,0,,,,,,,,[],,,,
989402005759250432,989402005759250432,2018-04-26 00:13:15 PDT,2018-04-26,00:13:15,-0800,528283889,cpt_martinez,Oso🐻,,I can’t sleep😐😞,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/989402005759250432,False,,0,,,,,,,,[],,,,
989263604477284354,989263604477284354,2018-04-25 15:03:17 PDT,2018-04-25,15:03:17,-0800,528283889,cpt_martinez,Oso🐻,,Sooooo i have a panda suit....🐼,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989263604477284354,False,,0,,,,,,,,[],,,,
989255664345198592,989255664345198592,2018-04-25 14:31:44 PDT,2018-04-25,14:31:44,-0800,528283889,cpt_martinez,Oso🐻,,I’ve napped so hard today and I feel sooo damn good😂,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989255664345198592,False,,0,,,,,,,,[],,,,
989060019671969793,989060019671969793,2018-04-25 01:34:19 PDT,2018-04-25,01:34:19,-0800,528283889,cpt_martinez,Oso🐻,,Oh and Flatland Calvary playing in the back ground 🤘🏻 Im happy,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989060019671969793,False,,0,,,,,,,,[],,,,
989059582482841601,989059582482841601,2018-04-25 01:32:34 PDT,2018-04-25,01:32:34,-0800,528283889,cpt_martinez,Oso🐻,,Sleep with alcohol in your system is dAh best 🤤😴,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989059582482841601,False,,0,,,,,,,,[],,,,
989012631586516992,989002685683847169,2018-04-24 22:26:00 PDT,2018-04-24,22:26:00,-0800,528283889,cpt_martinez,Oso🐻,,@beaird_ Hi,und,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989012631586516992,False,,0,,,,,,,,"[{'screen_name': 'beaird_', 'name': 'ødrip', 'id': '1425570843481055232'}]",,,,
989009069330649088,988972278905008128,2018-04-24 22:11:51 PDT,2018-04-24,22:11:51,-0800,528283889,cpt_martinez,Oso🐻,,@KarimeR15 @CodyJohnsonBand Still doesn’t make up for it,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/989009069330649088,False,,0,,,,,,,,"[{'screen_name': 'KarimeR15', 'name': 'Kariiiiii', 'id': '3286810442'}, {'screen_name': 'CodyJohnsonBand', 'name': 'Janet Russo', 'id': '1191632502521286656'}]",,,,
988902171298189312,988851199083532289,2018-04-24 15:07:05 PDT,2018-04-24,15:07:05,-0800,528283889,cpt_martinez,Oso🐻,,@nesssasandoval I’m on My weekend Wednesday Thursday 😂,en,[],[],[],1,0,1,[],[],https://twitter.com/Cpt_Martinez/status/988902171298189312,False,,0,,,,,,,,"[{'screen_name': 'nesssasandoval', 'name': 'Vanessa', 'id': '416592888'}]",,,,
988896508379623425,988851199083532289,2018-04-24 14:44:35 PDT,2018-04-24,14:44:35,-0800,528283889,cpt_martinez,Oso🐻,,@nesssasandoval Whaaaaa,und,[],[],[],1,0,1,[],[],https://twitter.com/Cpt_Martinez/status/988896508379623425,False,,0,,,,,,,,"[{'screen_name': 'nesssasandoval', 'name': 'Vanessa', 'id': '416592888'}]",,,,
988851199083532289,988851199083532289,2018-04-24 11:44:32 PDT,2018-04-24,11:44:32,-0800,528283889,cpt_martinez,Oso🐻,,Time for the weekend 😛,en,[],[],[],1,0,2,[],[],https://twitter.com/Cpt_Martinez/status/988851199083532289,False,,0,,,,,,,,[],,,,
988399407665119233,988399407665119233,2018-04-23 05:49:17 PDT,2018-04-23,05:49:17,-0800,528283889,cpt_martinez,Oso🐻,,Hey y’all Goodmorning hope yall have an awesome day 🤘🏻😄,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/988399407665119233,False,,0,,,,,,,,[],,,,
988293006460669953,988290038814400513,2018-04-22 22:46:28 PDT,2018-04-22,22:46:28,-0800,528283889,cpt_martinez,Oso🐻,,@TristanKietch Bro I just about killed myself after reading them...,en,[],[],[],1,0,2,[],[],https://twitter.com/Cpt_Martinez/status/988293006460669953,False,,0,,,,,,,,"[{'screen_name': 'TristanKietch', 'name': 'Tristan', 'id': '2514365216'}]",,,,
988128547381313541,988128547381313541,2018-04-22 11:52:58 PDT,2018-04-22,11:52:58,-0800,528283889,cpt_martinez,Oso🐻,,This naps abouta be bomb as fuck😛,en,[],[],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/988128547381313541,False,,0,,,,,,,,[],,,,
988102689606258688,988102689606258688,2018-04-22 10:10:13 PDT,2018-04-22,10:10:13,-0800,528283889,cpt_martinez,Oso🐻,,The song Boy by Lee Brice will honestly be one of my favorite songs,en,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/988102689606258688,False,,0,,,,,,,,[],,,,
987708299113050114,987708299113050114,2018-04-21 08:03:03 PDT,2018-04-21,08:03:03,-0800,528283889,cpt_martinez,Oso🐻,,Im so tired.,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987708299113050114,False,,0,,,,,,,,[],,,,
987584359875178498,987584359875178498,2018-04-20 23:50:34 PDT,2018-04-20,23:50:34,-0800,528283889,cpt_martinez,Oso🐻,,Big goals coming in May 🤘🏻,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987584359875178498,False,,0,,,,,,,,[],,,,
987495187210436614,987495187210436614,2018-04-20 17:56:14 PDT,2018-04-20,17:56:14,-0800,528283889,cpt_martinez,Oso🐻,,I hope my son is as tall as my dad one day,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987495187210436614,False,,0,,,,,,,,[],,,,
987492223678930946,987492223678930946,2018-04-20 17:44:27 PDT,2018-04-20,17:44:27,-0800,528283889,cpt_martinez,Oso🐻,,Dad: 6’4 Mom: 5’4 Me: 6  https://t.co/A9C645YnMg,en,[],['https://twitter.com/ricardonino2/status/987490208865275904'],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987492223678930946,False,https://twitter.com/ricardonino2/status/987490208865275904,0,,,,,,,,[],,,,
987323159127916545,987323159127916545,2018-04-20 06:32:39 PDT,2018-04-20,06:32:39,-0800,528283889,cpt_martinez,Oso🐻,,FUCK MEEEE,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987323159127916545,False,,0,,,,,,,,[],,,,
987320664360194053,987320664360194053,2018-04-20 06:22:44 PDT,2018-04-20,06:22:44,-0800,528283889,cpt_martinez,Oso🐻,,Why the hell do birds feel the need to fly right in front of my truck and get smacked🤦🏻‍♂️,en,[],[],[],1,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987320664360194053,False,,0,,,,,,,,[],,,,
987148228100526080,987148228100526080,2018-04-19 18:57:32 PDT,2018-04-19,18:57:32,-0800,528283889,cpt_martinez,Oso🐻,,Girls that have tattoos that represent something to them are so damn attractive like darling what size ring do you want 🤤😍🤤😍,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987148228100526080,False,,0,,,,,,,,[],,,,
987099634769235968,987099634769235968,2018-04-19 15:44:27 PDT,2018-04-19,15:44:27,-0800,528283889,cpt_martinez,Oso🐻,,The outfielders fit the astros just hit the fortnite dance and I was like hell ya haha,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987099634769235968,False,,0,,,,,,,,[],,,,
987063660601364485,987063319654789121,2018-04-19 13:21:30 PDT,2018-04-19,13:21:30,-0800,528283889,cpt_martinez,Oso🐻,,@ofstar_command One of the best kind mannnnn,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/987063660601364485,False,,0,,,,,,,,[],,,,
987043585638981633,987043585638981633,2018-04-19 12:01:43 PDT,2018-04-19,12:01:43,-0800,528283889,cpt_martinez,Oso🐻,,"Baby, don't even act like I'm doing something wrong  If my song comes on and I get lost on that dance floor  In somebody's arms that aren't yours🎶🎶🎶🎶",en,[],[],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/987043585638981633,False,,0,,,,,,,,[],,,,
987022303417585665,987022303417585665,2018-04-19 10:37:09 PDT,2018-04-19,10:37:09,-0800,528283889,cpt_martinez,Oso🐻,,Just wanna say Happy birthday to one of the coolest mother fuckers I’ve ever met in my life @Shady_Grady12 hope it’s a good one man!!!,en,"[{'screen_name': 'shady_grady12', 'name': 'shady™️', 'id': '2905995305'}]",[],[],1,0,1,[],[],https://twitter.com/Cpt_Martinez/status/987022303417585665,False,,0,,,,,,,,[],,,,
986950334059876352,986950334059876352,2018-04-19 05:51:10 PDT,2018-04-19,05:51:10,-0800,528283889,cpt_martinez,Oso🐻,,I wish I could take my dog to work with me 🙃,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/986950334059876352,False,,0,,,,,,,,[],,,,
986830545119260672,986830545119260672,2018-04-18 21:55:11 PDT,2018-04-18,21:55:11,-0800,528283889,cpt_martinez,Oso🐻,,There’s hardly a time I don’t got a cap on my head,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/986830545119260672,False,,0,,,,,,,,[],,,,
986829239591821312,986829239591821312,2018-04-18 21:49:59 PDT,2018-04-18,21:49:59,-0800,528283889,cpt_martinez,Oso🐻,,Im Mexican and I don’t like menudo🤷🏻‍♂️  https://t.co/N07F189HI6,en,[],['https://twitter.com/karimer15/status/986825697426575361'],[],0,0,1,[],[],https://twitter.com/Cpt_Martinez/status/986829239591821312,False,https://twitter.com/karimer15/status/986825697426575361,0,,,,,,,,[],,,,
986828984494247936,986828984494247936,2018-04-18 21:48:58 PDT,2018-04-18,21:48:58,-0800,528283889,cpt_martinez,Oso🐻,,Baby be my love songgg,en,[],[],[],0,0,0,[],[],https://twitter.com/Cpt_Martinez/status/986828984494247936,False,,0,,,,,,,,[],,,,
986737689952210944,986737689952210944,2018-04-18 15:46:12 PDT,2018-04-18,15:46:12,-0800,528283889,cpt_martinez,Oso🐻,,🙌🏼🙌🏼🙌🏼🙌🏼  https://t.co/UcF6F5JfxF,und,[],['https://twitter.com/iam_grizzly/status/986737510331109376'],[],0,0,2,[],[],https://twitter.com/Cpt_Martinez/status/986737689952210944,False,0,0,,,,,,,,[],,,,
986735970228764672,986638456964104192,2018-04-18 15:39:22 PDT,2018-04-18,15:39:22,-0800,528283889,cpt_martinez,Oso🐻,,@lil_rossi11 @ashergr This is underrated,en,[],[],[],2,1,42,[],[],https://twitter.com/Cpt_Martinez/status/986735970228764672,False,,0,,,,,,,,"[{'screen_name': 'lil_rossi11', 'name': 'Brendan Rossi', 'id': '587851025'}, {'screen_name': 'ashergr', 'name': 'asher', 'id': '112549678'}]",,,,
