tweet_id,tweet_id.1,screen_name,time_posted,content,flagged,ari
560,38,MayraWestAf,2018-04-09 22:58:55,Damn keep it down.....  https://t.co/u9Mq8QM5yu,0,0
1239,18,vja3000,2018-05-24 07:13:38,"@davidhogg111 A true leader is only ever as good as the people he leads. Sadly, David, you are the leader of youthful ignorance.",0,0
453,16,SchnaubertM,2018-03-18 07:23:32,@GaetaSusan @KatTheHammer1 @POTUS Crying chuck is a joke,0,0
334,785,Shannonlovespet,2019-08-19 22:52:00,"The Guy in Winter Park,Fl who put a bunch of threats about shooting up Walmart. A loser some white nazi or something stupid. Lived two houses down from me! Cops went in and got a bunch of guns in house outta jail do they have to wait for him to do something?!",1,1
911,15,MikeNitzel,2018-01-23 16:55:02,Anyone see the first episode of Counterpart on Starz? What did you think?,0,0
1016,4,KaylaAnaleigh,2018-02-12 00:04:00,yooooo mike noooooo  https://t.co/Y7UC9our5F,0,0
971,39,Destiiny03,2018-04-24 17:29:10,"I’m honestly a good ass friend... if I’m not friends with anyone anymore it’s cuz they took advantage of me or they felt the need to move on... regardless, I’d still be there for them if they needed me....",0,0
1307,36,SOSA_CB_,2018-06-03 15:57:41,"@ItsAntWright @Future1Senator The lakers were UP 3, the game was not on the line for Kobe 🤷🏾‍♂️",0,0
489,52,SchnaubertM,2018-03-16 05:49:40,@PatriotLexi @Ames7Sue He part of the broward cowards,0,0
964,32,Destiiny03,2018-04-25 12:21:29,I’m like supppa hungry,0,0
665,3,ABQJournal,2017-12-24 12:44:05,Donisthorpe swindle: Will there be money for Omar?  https://t.co/W652mUuZ4C  https://t.co/cQ7JcALnNr,0,0
235,277,SOSA_CB_,2018-06-03 01:05:00,"@Jamario44 @kris_nation @champagnedel @rahooIigan @Jforest__ Nahhh if I pass the
ball to you with 2-4 seconds left and you have to chuck the shot up if it goes in it’s good for me
because I get the assist but I set you up for failure to boost my stat https://t.co/WMgf068Usc",1,0
388,839,fiijiacee,2019-08-28 05:34:00,This that “ima kill you an yo homies” look https://t.co/R55cMK2Fp7,1,0
1010,78,Destiiny03,2018-04-16 15:09:22,"Ok Summer, imma need you to like hurry! 🙃",0,0
1172,8,JRuiz2444,2018-03-30 11:48:07,@zmunoz40 He really did,0,0
361,812,Jenniarzatee,2019-08-24 14:44:00,This random guy last night .... touch my ass when I was walking to the bar .. like RUDE ! oof,1,0
1046,2,beast94,2018-05-24 21:48:42,#TeamFAV,0,0
810,4,WBAY,2018-01-23 10:37:02,"BENTON, Ky. (AP) - Bevin: Kentucky shooting suspect is a 15-year-old male student who will be charged with murder.",0,0
1182,9,yungmasedgod,2018-04-20 11:53:50,@c_swift06 🤔  https://t.co/ImUsfRsEJR,0,0
154,166,RobRuiizz,2018-03-25 15:47:00,just got a llama and a 217m sniper kill in the same game lol,1,0
544,22,MayraWestAf,2018-04-10 15:05:57,@karentayler_ The struggles of being a server 😂😩 like just take a damn Pepsi and shut up,0,0
172,192,SMichelleH,2018-04-13 22:34:00,"My cat is so sweet and amazing.... until she gets possessed by Hades and actually tries
to murder me.",1,0
129,130,MaddyRussell13,2018-02-19 00:00:00,For once I want to be a first choice,1,0
942,10,Destiiny03,2018-04-30 13:44:28,@leijaxc_ People call and say the dumbest things at work😂😂😂 it’s actually funny and the highlight of my day,0,0
872,66,WBAY,2018-01-18 16:46:13,"A local company created a trust fund for the children and will match up to $100,000 in donations in the next five years:  https://t.co/bEXTZSdNPg  https://t.co/BWcNt40mpu",0,0
795,4,ChipChilders33,2018-01-13 11:40:10,@ThatGuyCaleb_ @MattG366 It’s not all but it’s a Substantial amount of the Democratic Party,0,0
111,111,Kimberly69_,2018-01-26 19:10:00,"Tru love never dies , but it can kill you",1,0
321,772,jjujulangkey,2019-08-17 04:06:00,He was murdered. https://t.co/y7wieZcEsO,1,0
69,69,rex_amillion,2018-01-03 13:26:00,Good eye sniper,1,0
1274,3,SOSA_CB_,2018-06-06 05:15:52,Nearly everything you do today is ultimately connected to your... More for Aquarius  https://t.co/3Oe8YoErrk,0,0
317,768,LightingFlynn,2019-08-14 18:06:00,"@BadDAart @OOCWesternR34 For a moment, I though that she was getting stabbed on her feet",1,0
443,6,SchnaubertM,2018-03-18 07:39:28,@kwilli1046 Get out and vote,0,0
452,15,SchnaubertM,2018-03-18 07:24:48,@ScottPresler @svasek51 Get those cockroaches out ice,0,0
772,21,WGXAnews,2018-01-16 01:19:31,"Gospel star Edwin Hawkins, known for 'Oh Happy Day,' dies  https://t.co/wzKjkcyLYM",0,0
587,65,MayraWestAf,2018-04-06 08:22:30,Nolen still can’t get it together enough for this  https://t.co/q89jahJQJh,0,0
1123,79,beast94,2018-03-22 13:00:22,Diesal! Im tha man!🛤🚉🎙🎶,0,0
1248,7,antiquetrucker,2018-05-26 13:45:14,Really!!!!! Crystal Methvin ? And they bought that?,0,0
331,782,Dannyjimmerado,2019-08-18 23:14:00,@Samsora_ I’m calling the police,1,0
131,132,jeffrey_poe,2018-02-21 05:14:00,@JRuiz2444 Kobe raped a girl 🤷🏻‍♂️🤧,1,0
649,6,ReginaldDerrett,2017-12-17 15:27:43,@bmicheal1981 @RapSheet Haters gone hate‼️,0,0
702,40,ABQJournal,2017-12-21 10:57:17,"For many, Medicare costs offset Social Security raise  https://t.co/0yLJPVR0yR  https://t.co/UeqqCOKPeG",0,0
342,793,potterhockey,2019-08-20 23:20:00,"Sooo how do you end an already stressful day? Turning on the oven to find that your hubby put a dirty cookie sheet WITH PLASTIC ITEMS ON IT in the oven. Yep. I have melted scissors, spatula (MY FAVORITE ONE) &amp; a new knife. My house smells of melted plastic and we had pizza rolls. https://t.co/XDksfnCsyM",1,0
1286,15,SOSA_CB_,2018-06-05 14:26:49,"@jfd770 @crayyyyyg @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman He has to play on the outside because that’s LEBRONS SYSTEM, Drive and if the hole isn’t open kick it out.. why don’t they move on offense why doesn’t anyone CUT TO THE HOLE?  Because he has these boys programmed to wait on a pass &amp; shot a 3, why not step inside for a 2?",0,0
761,10,WGXAnews,2018-01-16 06:33:07,Kids chained in Calif. house of horrors  https://t.co/lO3ad8ZIRN,0,0
1073,29,beast94,2018-05-06 12:49:11,rt and ill dm you a song based of your profile pic,0,0
553,31,MayraWestAf,2018-04-10 12:45:09,@MEAGENLEEANNE Omg crying 😂😩😂😩 I really think I be doing something 😂😂😂,0,0
680,18,ABQJournal,2017-12-23 09:03:06,Senate OKs monument sites as wilderness areas  https://t.co/qFcV1TCZQg  https://t.co/zeMCT8xMpk,0,0
638,116,MayraWestAf,2018-04-02 10:58:32,I’m gonna get wasted the night or my graduation,0,0
466,29,SchnaubertM,2018-03-17 18:20:50,"@yogagenie Does she really think trump cares what she says , let’s see she’s a cockroach and he is president of the United States, I don’t think so , get Susan you ain’t shit to us see you in handcuffs",0,0
159,175,JRuiz2444,2018-03-30 17:02:00,"@jahernandez0218 @jeffrey_poe We just got a sniper dub without you. You’re the
weakest link",1,0
28,28,dianethhh,2017-12-16 22:50:00,the chocolate cakes at rosas are soooo bomb,1,0
335,786,ehoffman81,2019-08-20 02:46:00,@TheRealOJ32 Are you going to murder anyone with that golf club?,1,0
257,708,BrettAshburn,2019-07-06 16:38:00,"I just found out that the man murdered in this article was a long time friend who had fallen on hard times. Rest in peace Micheal Haney, a.k.a. “Spike”. You may be gone but not forgotten https://t.co/TiBAJlscMY",1,0
512,75,SchnaubertM,2018-03-16 04:09:18,"@PinkBelgium @realDonaldTrump @POTUS Who would have ever guessed, I am really sick of the underhanded cheating ways of the democrat party, they can’t win anything fair that’s why they tryed to rig the election against trump, I really wonder how they got iBUMa in there",0,0
915,2,Kimberly69_,2018-01-31 04:58:28,Por baby been here all night,0,0
1219,0,mitszy_,2018-05-19 02:23:12,@RatnaRita3 @nblh_ayu ngakak haha  https://t.co/6J3BbILP7O,0,0
1027,1,jeffrey_poe,2018-02-23 16:06:11,@keanukeychain Appreciate it man!,0,0
640,118,MayraWestAf,2018-04-02 10:36:37,SO CALL OUT MY NAME,0,0
591,69,MayraWestAf,2018-04-05 21:59:43,@CapnWontSaveAHo Type in Shane Dawson on YouTube!!  ✨,0,0
965,33,Destiiny03,2018-04-25 06:46:21,"You may be wearing your practical shoes today, but your clothi... More for Leo  https://t.co/L4wFMW6XTz",0,0
1155,11,teehattt,2018-05-16 20:44:50,This too shall pass,0,0
903,7,MikeNitzel,2018-01-27 21:09:03,I had a teacher who made a hobby of trying to humiliate me on a daily basis. I've always remembered her. But not for the right reasons.,0,0
520,3,_gracielee_,2017-12-12 19:27:10,Me and @jerakah_madron  are having Jeff Dunham wars ❤️,0,0
95,95,WBAY,2018-01-18 14:07:00,"The situation on Shea Ave. in Green Bay has ended and the Jefferson Elementary lock
down is lifted: https://t.co/VCdxS9Fpi7",1,0
858,52,WBAY,2018-01-19 14:27:45,"WEEKEND TRAVEL should be mostly good... Until Sunday Night when rain, ice and/or snow moves in. MONDAY will also present travel problems - Start thinking ahead.  #wiwx  https://t.co/n9fCGhy3H9",0,0
947,15,Destiiny03,2018-04-29 15:47:58,YES DMS ARE OPEN!💓  https://t.co/ll8vR46cV2,0,0
1171,7,JRuiz2444,2018-03-30 14:15:53,@jeffrey_poe I hate myself too.,0,0
768,17,WGXAnews,2018-01-16 03:04:35,Warning: Stifling sneezes can be health hazard in rare cases  https://t.co/qtGtULkgFd,0,0
122,122,SeSaMEPlease,2018-02-02 10:43:00,I suck with sniper (no hard scope) https://t.co/gSPhsYJ5Vh,1,0
127,127,KaylaAnaleigh,2018-02-11 22:26:00,Lotus Flower Bomb will forever be my favorite,1,0
1094,50,beast94,2018-04-20 16:44:43,Yall can't tell me @JColeNC suck if yall think he do yall tripping man this dude then done more for hip hop then alot of these newer rappers have! #ColeWorld #KOD,0,0
293,744,valkyries_queen,2019-07-28 00:33:00,my dad is so racist I’m gonna kill my self,1,0
866,60,WBAY,2018-01-19 01:53:32,We can't get over how cute this little one is! Click to find out why a name hasn't been picked. It might shock you.  https://t.co/IyLnahncgR,0,0
1047,3,beast94,2018-05-23 16:39:08,Well y’all ya boy then lost about 139 pounds now l went from 537 to bout 398 now and ITS STILL GOING DOWN I AINT STOPPING FOR NO ONE!!!!! I appreciate the support fr fr💯❤️ my goal is around 250 and under so l can be chubby lol!,0,0
603,81,MayraWestAf,2018-04-04 21:46:49,I say “my mom” lmao I don’t care that’s my mom 😂  https://t.co/wqPUi4ejF8,0,0
1257,6,AliyahRenee_,2018-06-06 09:18:52,Fuck your workout plan sis let me see that meal plan. 👀,0,0
1071,27,beast94,2018-05-06 18:10:58,This dragonball Z is the truth!! 💯,0,0
731,0,kbreed89,2018-01-09 19:42:19,(Joyce 112),0,0
1202,11,DaddyRodge_,2018-04-25 16:16:10,Never been one to bite my tongue..,0,0
1284,13,SOSA_CB_,2018-06-05 14:32:12,"@jfd770 @crayyyyyg @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman Hood isn’t scared he just doesn’t get Playing time because he doesn’t just catch and shoot Jeff green doesn’t need help if he cuts instead of sitting at the 3 if you lob it to him somebody is gonna end up on poster and JR just like fuck this shit, Media talking kills confidence",0,0
1104,60,beast94,2018-04-07 20:07:48,S/O to my people that's been here for me!!!💯,0,0
1181,8,yungmasedgod,2018-04-20 12:04:03,lmfao don’t interact with my tweets bitch,0,0
355,806,AnOceanAbove,2019-08-23 21:42:00,@anjunabae I’ll take you out 🥰,1,0
745,14,kbreed89,2018-01-07 11:54:48,"Next up, Maus II!  https://t.co/g7apN9rCn3",0,0
956,24,Destiiny03,2018-04-27 13:33:11,My mom is going to see @maluma tonight without me 😭,0,0
1064,20,beast94,2018-05-13 12:14:27,I was fresh last night and it felt good lol!!💯👏🙏🏿  https://t.co/Zqe9ny4FSc,0,0
604,82,MayraWestAf,2018-04-04 21:32:39,Today has been so fun,0,0
238,281,WolfOfWillowST,2018-06-06 16:46:00,BITCH YOU WASNT WITH ME SHOOTING IN THE GYM,1,0
563,41,MayraWestAf,2018-04-09 15:11:27,All them other niggas lame and you know it,0,0
1099,55,beast94,2018-04-19 18:16:35,J.cole is the best artist out right now,0,0
382,833,MunnRlmunn,2019-08-27 12:24:00,@TheBabylonBee Brian needs help---,1,0
728,5,i_amunderrated,2017-12-23 13:54:33,@gbwehnic Nooooooo,0,0
392,843,hectorgarcia922,2019-08-30 20:27:00,Sick of everything and everyone,1,1
186,214,trinity_jade04,2018-04-28 20:50:00,"Soooo for vacation at the end of July we’re going to Seattle to see my gramps and they
had a bomb ahh taco truck last time we went so catch me there the whole time.",1,0
402,853,PapiDpump_,2019-09-07 14:49:00,Check out my murder man dance https://t.co/wEgk2Vsrsx,1,0
106,106,coltonowen13,2018-01-21 23:13:00,I fr need to start focusing on me and quit investing my time in other people,1,0
853,47,WBAY,2018-01-19 16:56:27,Joshua Sadlon of Oshkosh was beaten at an Iowa bar Wednesday night. An Iowa man is charged with murder.  https://t.co/6nIOqZAv1w,0,0
1143,4,BroadmoorSchool,2018-03-22 08:15:15,"Students are on Spring Recess from 3/25 - 3/30. But, that doesn’t mean that learning has to stop! Please encourage students to take the @myONreader and @ExploreLearning Reflex Math Challenge. Both applications are available on the @MDCPS Student Portal.  https://t.co/dTLSMuGZqi",0,0
468,31,SchnaubertM,2018-03-17 18:18:08,@realDonaldTrump #fire mueller,0,0
653,10,ReginaldDerrett,2017-12-16 20:27:27,Wtf is this the new chain gang‼️  https://t.co/9kuyiW8qEZ,0,0
1033,7,jeffrey_poe,2018-02-19 20:16:24,@jcb1_ 👀👀,0,0
619,97,MayraWestAf,2018-04-04 08:45:53,You’re right  https://t.co/pP8wu1hBUu,0,0
451,14,SchnaubertM,2018-03-18 07:26:30,"@Thomas1774Paine John McCain the true demaroid he is , go home",0,0
105,105,SchnaubertM,2018-01-20 05:13:00,"@SparkleSoup45 Every time an American gets murdered by an illegal from a hole
country they need to be charged with… https://t.co/wF1TwyH1La",1,0
741,10,kbreed89,2018-01-07 18:47:32,"“The Lady with the Dog” by Anton Chekhov “...she, this little woman, in no way remarkable, lost in a provincial crowd, with a vulgar lorgnette in her hand, filled his whole life now, was his sorrow and joy, the one happiness that he now desires for himself...” (70)",0,0
1201,10,DaddyRodge_,2018-04-25 16:29:53,Y'all still be following female beaters on social media or nah? Had to unfollow a fuck boy for always tryna act hard online but pullin bitch shit irl..,0,0
647,4,ReginaldDerrett,2017-12-17 16:23:06,"@stephenasmith @steelers It was Dez no catch rule all over again, but I feel better about it now‼️",0,0
3,3,Cpt_Martinez,2017-12-11 17:55:00,I just wanna take you out an show you off,1,0
344,795,leah_beah3,2019-08-21 00:40:00,"Brandon: I’m going to shoot myself. In the platonic way

Me: as opposed to what? The romantic way? 

Brandon: METAPHORICAL",1,0
574,52,MayraWestAf,2018-04-07 21:58:18,I just want all my friends to co exist,0,0
974,42,Destiiny03,2018-04-23 21:58:35,"Monkey see, monkey do...",0,0
1213,2,SheriffRicStaly,2018-05-11 06:18:46,Tune in now to Free For All Friday on 106.3 to hear details about our upcoming LEO Memorial on May 14th and more.  https://t.co/Gxqlt0egXa,0,0
1253,2,AliyahRenee_,2018-06-07 07:34:09,@SauceGawdTK I already told you this.,0,0
1298,27,SOSA_CB_,2018-06-05 11:02:07,"@aboogie728 @nathan031599 @TBEScuffable GOOD BALL MOVEMENT, THAT JUST HELPS HIS STATS",0,0
379,830,yipi_csgo,2019-08-27 06:31:00,@ELEAGUETV @damnjoeshere @twin_csgo crimz when he gas bomb,1,0
1044,0,beast94,2018-05-25 02:59:12,one person followed me and one person unfollowed me // automatically checked by  https://t.co/SA5XkHjUpZ,0,0
433,884,briannnanicole4,2019-09-26 12:56:00,Havent even been up for an hour &amp; im already about to kill someone,1,0
241,284,KSmith40654773,2018-06-10 06:41:00,"@AP No, this maniac gassing his people is! That said, I think we should stay out of it.
Let them do what they do. Those people are bred to terrorize and murder one another.",1,0
547,25,MayraWestAf,2018-04-10 14:38:37,My presence is a present!! Kiss my asss!!!!!¡¡,0,0
1303,32,SOSA_CB_,2018-06-05 05:15:36,"Although you are in a highly creative phase now, it may be nea... More for Aquarius  https://t.co/3Oe8YoErrk",0,0
1301,30,SOSA_CB_,2018-06-05 10:07:03,@crayyyyyg @jfd770 @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman Winning basketball,0,0
654,11,ReginaldDerrett,2017-12-16 11:14:05,"BLACK WOMEN LISTEN TO THIS WHITE WOMEN SPEAK ON THE ""I DON'T NEED A MAN ...  https://t.co/K0Tcu1FEFo via @YouTube",0,0
213,250,PatrioticChic,2018-05-22 13:17:00,"@illpoetic @NYDailyNews If you only heard those types of comments about school
shooter Cruz-you need to find better sources for info. Or maybe it’s your own bias, clouding your
views. In this case as well as school shootings- the perpetrator(s) are Evil, Lawless Criminals",1,0
1055,11,beast94,2018-05-21 15:31:28,Happy birthday BIG 👑 rest easy homie we love and miss you man #KingOfNY #TheBestLyricistOfAllTime 💯🔥  https://t.co/qhORrmbh7N,0,0
785,34,WGXAnews,2018-01-15 15:06:08,"Dr. Martin Luther King, Jr. honored with annual citywide march  https://t.co/cffZclpwo7",0,0
812,6,WBAY,2018-01-23 07:10:35,"#KimberlyClark plans to cut thousands of jobs, close and sell plants:  https://t.co/PHm5StAvGX",0,0
13,13,Chelss_Gauthier,2017-12-13 05:51:00,"3 finals today, and I'm done.",1,0
1177,4,yungmasedgod,2018-04-20 12:37:45,"dykes are transgenders, this is fact",0,0
120,120,GroundMovement,2018-01-28 05:27:00,"I added a video to a @YouTube playlist https://t.co/iFGiV1imTe AXE MURDER
HOLLOW - BASED ON TRUE EVENTS | Scary Stories for Kids |",1,0
1283,12,SOSA_CB_,2018-06-05 14:32:58,@crayyyyyg @jfd770 @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman We all know Lebron is the coach Lue is just there to be there,0,0
1195,4,DaddyRodge_,2018-04-25 17:13:48,@EMoneyP1 It's the Bros little sister's ex-boyfriend. He put hands on her and my bro can't do shit because he's in the Marines stationed in Cali.,0,0
1275,4,SOSA_CB_,2018-06-05 19:27:43,@joshhart @I_Hart_Sneakers You were just trying to outshine my guy Andre Ingram,0,0
1308,37,SOSA_CB_,2018-06-03 14:41:22,"@futboleritage @pierre_gemini @DeAndreHopkins @JColeTheWarmUp2 @JColeNC @Nas Duhhhhh it wasn’t a question, but I provided my input anyway lml",0,0
190,218,Destiiny03,2018-05-03 18:47:00,This chicken Alfredo I’m making is gunna be bomb asf,1,0
721,59,ABQJournal,2017-12-20 09:45:13,State Police arrest suspect in roommate's death  https://t.co/r3IQL1HIqT  https://t.co/qxHNM0pvd4,0,0
338,789,diehlership,2019-08-20 12:26:00,"@Stotttlemyer If you miss one, call the police to check on me",1,1
1291,20,SOSA_CB_,2018-06-05 12:45:08,"@nathan031599 @aboogie728 @TBEScuffable Get lebron on the block, stop making him bring the ball up court when you have POINT GUARDS to do that... Driving &amp; Kicking is the main we people try to get assist that’s why they shoot as soon as he passes the can make EXTRA PASSES ONE pass on MOST POSSESSIONS isn’t good BBALL",0,0
1216,5,SheriffRicStaly,2018-05-10 04:00:13,This week we go 'Behind The Badge' with Detention Deputy Stephen Usida!  https://t.co/bm8Qk2tygg,0,0
264,715,Kingnickrusso,2019-07-12 00:47:00,The Rockets are gonna shoot way more shots this coming year.,1,0
690,28,ABQJournal,2017-12-22 15:13:34,Holm enjoying thrill ride of competition  https://t.co/8gkcFdvFD5  https://t.co/OEVROm8dFg,0,0
545,23,MayraWestAf,2018-04-10 14:59:23,I know if I didn’t have nolen my life would be shit I literally do everything for him,0,0
793,2,ChipChilders33,2018-01-13 11:49:54,@ThatGuyCaleb_ @MattG366 Yes I do know that but it seems like a lot liberals are burning flags these days bro,0,0
941,9,Destiiny03,2018-04-30 14:05:02,@Stayclasssyyy Ok but you don’t have to expose me like that. Bye,0,0
498,61,SchnaubertM,2018-03-16 04:28:33,@1776Stonewall Trump will fire him before he ruins him financially,0,0
1203,12,DaddyRodge_,2018-04-25 16:05:09,@ssseleste Y u mad now nigga.  https://t.co/IPRo5nyWWH,0,0
262,713,_suheyyyy,2019-07-10 05:31:00,Bruh he fucken mena mugged my cousin yesterday! I would tell him to bring me another drink and I saw when he looked at him like who tf is this dude. So I was quick to say that’s my other cousin you don’t know him. Oh yeah I’ve only seen hi around,1,0
248,699,Past2Present,2019-07-04 13:36:00,Happy Fourth of July. https://t.co/9XwCo6SUf9,1,0
602,80,MayraWestAf,2018-04-04 21:49:47,No really I made the most beautiful child (he got my lazy eye) 😩  https://t.co/YRrG4mbwgj,0,0
364,815,gamemaster12331,2019-08-25 01:51:00,@TheRealOJ32 @Colts Watch out luck. He gonna kill you,1,0
85,85,ChipChilders33,2018-01-13 12:32:00,"@ThatGuyCaleb_ Lmao that was like one stupid group?? Y’all been vandalizing looting
and terrorizing people since he… https://t.co/jpXaz3FyO3",1,0
22,22,HisFaceMyThrone,2017-12-15 07:39:00,@RogerThat_92 Hell no. I'm done forever,1,0
1188,15,yungmasedgod,2018-04-20 09:58:13,"if you think that the queen on the left doesn’t have makeup on, you may have some eyesight problems  https://t.co/36ChELQCA8",0,0
210,246,dessgar_,2018-05-21 14:42:00,these last few days at school are gonna kill me before i get out,1,0
486,49,SchnaubertM,2018-03-17 05:47:18,"@RealSaavedra @dddaniel059 Yea and Trump is on Russia’s side , yea right",0,0
536,14,MayraWestAf,2018-04-11 11:43:55,Nolen loves his grandpa. Usually he cries when he leaves me but today he was like “it’s PoPo mama!! Bye” 😩😂,0,0
1199,8,DaddyRodge_,2018-04-25 16:31:01,@jennivalencia_ @Rubidouxx LMAOOOOO,0,0
671,9,ABQJournal,2017-12-24 09:00:42,"The holidays in New Mexico have always been magical. This is a Christmas front page from 1937. Many familiar traditions made it into the paper. And of course, on that Christmas day there was ""typical"" Albuquerque weather: dry and warm, no chance of snow. Some things never change!  https://t.co/4TVRittQhH",0,0
374,825,owillis,2019-08-26 22:09:00,Really identify with Batman here https://t.co/oktj73Lqyq,1,0
636,114,MayraWestAf,2018-04-02 16:03:49,Welp I’m not making any money tonight,0,0
233,274,drewbelleville,2018-06-02 11:50:00,"@KeithSmithNBA All NBA players look good in a gym running, jumping & shooting.
Even better going up against cones.",1,0
880,74,WBAY,2018-01-18 12:03:09,The department's armored vehicle has responded to the scene:  https://t.co/VCdxS9Fpi7,0,0
469,32,SchnaubertM,2018-03-17 18:07:02,@WayneDupreeShow Wayne they would blame trump for everything,0,0
940,8,Destiiny03,2018-04-30 14:41:38,Lmao this exactly why my ex’s are staying ex’s!!!!  https://t.co/xHye9v2HnT,0,0
581,59,MayraWestAf,2018-04-06 16:50:49,Anyone wanna go to dinner?,0,0
201,233,WonkaWinsTwitch,2018-05-16 10:59:00,"@bajablastnmyass @Evan_Lamping18 @lerchyy @LittleBabyCrow @KaitMarieox If the
Florida school shooting is any example, I don't think you have to worry about the police
shooting you.",1,0
1014,2,KaylaAnaleigh,2018-02-12 12:14:57,🤷🏻‍♀️  https://t.co/bcEYuQew16,0,0
1000,68,Destiiny03,2018-04-17 13:48:27,@Stayclasssyyy H A H A H A H A,0,0
531,9,MayraWestAf,2018-04-11 19:40:43,This sweet old man at my table just said “don’t be anxious for anything sweetie love will come to you in it’s sweetest form” 😩,0,0
253,704,vlad6benz,2019-07-05 19:35:00,@KevinC01509039 Most definitely I gotta lose some weight or this heat is gonna kill me! Lol!! Alaska was over 90 degrees yesterday broke all records,1,0
445,8,SchnaubertM,2018-03-18 07:35:32,"@Thomas1774Paine @LindaRock3 Lindsey needs to help trump instead of stopping him, do we have republicans that will stand for the people or not",0,0
168,186,T_Mulherin,2018-04-08 13:15:00,"Another bomb, this one three runs. Mr. Kendrys Morales, oppo. Hamels not looking
good at all right now",1,0
611,89,MayraWestAf,2018-04-04 12:56:17,@Ash_leannn Thank you babe ❤️❤️,0,0
955,23,Destiiny03,2018-04-27 15:57:04,"@destiny4399 Shut up, you’re perfect🙄",0,0
522,0,MayraWestAf,2018-04-12 16:22:16,When someone tells me not to put Kanye or The Weeknd on  https://t.co/k9B9aoCaTn,0,0
